Recursion count: 11100




 post computation states size is: 11098
00~~x0~~x 0   ~
00~~xx00x 0   ~
00~~xx0x0 0   ~
00~~xx0xx 1   ~
00~~xx0x~ 0   ~
00~~xx0x~ 1   ~
00~~xx0~x 0   ~
00~~xx0~x 1   ~
00~~xx0~~ 0   ~
00~~xxx00 0   ~
00~~xxx0x 1   ~
00~~xxx0~ 0   ~
00~~xxx0~ 1   ~
00~~xxxx0 1   ~
00~~xxx~0 0   ~
00~~xxx~0 1   ~
00~~xxx~~ 1   ~
00~~xx~0x 0   ~
00~~xx~0x 1   ~
00~~xx~0~ 0   ~
00~~xx~x0 0   ~
00~~xx~x0 1   ~
00~~xx~x~ 1   ~
00~~xx~~0 0   ~
00~~xx~~x 1   ~
00~~xx~~~ 0   ~
00~~xx~~~ 1   ~
00~~x~0xx 0   ~
00~~x~0xx 1   ~
00~~x~0x~ 0   ~
00~~x~0~x 0   ~
00~~x~x0x 0   ~
00~~x~x0x 1   ~
00~~x~x0~ 0   ~
00~~x~xx0 0   ~
00~~x~xx0 1   ~
00~~x~xx~ 1   ~
00~~x~x~0 0   ~
00~~x~x~x 1   ~
00~~x~x~~ 0   ~
00~~x~x~~ 1   ~
00~~x~~0x 0   ~
00~~x~~x0 0   ~
00~~x~~xx 1   ~
00~~x~~x~ 0   ~
00~~x~~x~ 1   ~
00~~x~~~x 0   ~
00~~x~~~x 1   ~
00~~x~~~~ 0   ~
00~~~0xxx 0   x
00~~~0xxx 1   x
00~~~0xx~ 0   ~
00~~~0x~x 0   ~
00~~~0~xx 0   ~
00~~~x0xx 0   ~
00~~~x0xx 1   ~
00~~~x0x~ 0   ~
00~~~x0~x 0   ~
00~~~xx0x 0   ~
00~~~xx0x 1   ~
00~~~xx0~ 0   ~
00~~~xxx0 0   ~
00~~~xxx0 1   ~
00~~~xxx~ 1   ~
00~~~xx~0 0   ~
00~~~xx~x 1   ~
00~~~xx~~ 0   ~
00~~~xx~~ 1   ~
00~~~x~0x 0   ~
00~~~x~x0 0   ~
00~~~x~xx 1   ~
00~~~x~x~ 0   ~
00~~~x~x~ 1   ~
00~~~x~~x 0   ~
00~~~x~~x 1   ~
00~~~x~~~ 0   ~
00~~~~0xx 0   ~
00~~~~x0x 0   ~
00~~~~xx0 0   ~
00~~~~xxx 1   ~
00~~~~xx~ 0   ~
00~~~~xx~ 1   ~
00~~~~x~x 0   ~
00~~~~x~x 1   ~
00~~~~x~~ 0   ~
00~~~~~xx 0   ~
00~~~~~xx 1   ~
00~~~~~x~ 0   ~
00~~~~~~x 0   ~
0x000x0xx 0   0
0x000xx0x 0   d
0x000xxx0 0   0
0x000xxxx 1   x
0x000xxx~ 0   ~
0x000xxx~ 1   ~
0x000xx~x 0   ~
0x000xx~x 1   ~
0x000xx~~ 0   ~
0x000x~xx 0   ~
0x000x~xx 1   ~
0x000x~x~ 0   ~
0x000x~~x 0   ~
0x000~xxx 1   x
0x000~xx~ 0   ~
0x000~x~x 0   ~
0x000~~xx 0   ~
0x00x0x0x 0   d
0x00x0xxx 1   x
0x00x0xx~ 1   x
0x00x0x~x 0   ~
0x00x0x~x 1   ~
0x00x0x~~ 0   ~
0x00x0~xx 1   x
0x00x0~~x 0   ~
0x00xx00x 0   0
0x00xx0~x 0   0
0x00xx0~~ 0   0
0x00xxx00 0   d
0x00xxx0x 1   d
0x00xxx0~ 0   ~
0x00xxx0~ 1   ~
0x00xxxx0 1   x
0x00xxx~0 0   ~
0x00xxx~0 1   ~
0x00xxx~~ 1   ~
0x00xx~0x 0   ~
0x00xx~0x 1   ~
0x00xx~0~ 0   ~
0x00xx~x0 1   x
0x00xx~x~ 1   x
0x00xx~~0 0   ~
0x00xx~~x 1   ~
0x00xx~~~ 0   ~
0x00xx~~~ 1   ~
0x00x~0~x 0   0
0x00x~x0x 0   ~
0x00x~x0x 1   ~
0x00x~x0~ 0   ~
0x00x~xx0 1   x
0x00x~xx~ 1   x
